"ISSUE","QX1","QX2","QX3","QX4","QX5","QX6","QX7","DATES"
2005059,0,1,7,6,8,6,9,"2005-5-24"
2005058,1,7,6,5,2,8,6,"2005-5-22"
2005057,7,6,4,9,1,4,7,"2005-5-20"
2005056,8,8,4,9,9,6,3,"2005-5-17"
2005055,5,0,5,4,4,4,9,"2005-5-15"
2005054,7,8,8,1,8,4,1,"2005-5-13"
2005053,2,1,2,4,7,7,4,"2005-5-10"
2005052,8,2,0,0,2,4,3,"2005-5-8"
2005051,1,9,5,6,4,4,1,"2005-5-6"
2005050,8,7,2,2,5,2,9,"2005-5-3"
2005049,6,8,1,4,3,4,1,"2005-5-1"
2005048,3,0,7,9,0,3,0,"2005-4-29"
2005047,0,1,4,3,3,2,8,"2005-4-26"
2005046,9,2,3,1,2,3,3,"2005-4-24"
2005045,6,2,4,2,8,5,5,"2005-4-22"
2005044,6,5,8,0,4,4,4,"2005-4-19"
2005043,3,3,4,1,2,1,8,"2005-4-17"
2005042,6,5,0,7,0,3,6,"2005-4-15"
2005041,1,0,5,6,3,5,3,"2005-4-12"
2005040,6,6,1,9,5,4,6,"2005-4-10"
2005039,7,0,9,7,1,3,0,"2005-4-8"
2005038,1,7,2,1,7,4,7,"2005-4-5"
2005037,4,3,0,9,0,7,1,"2005-4-3"
2005036,6,3,0,0,8,8,6,"2005-4-1"
2005035,3,1,6,1,5,5,8,"2005-3-29"
2005034,1,2,9,2,8,4,0,"2005-3-27"
2005033,7,4,1,8,9,4,7,"2005-3-25"
2005032,0,9,9,2,3,3,7,"2005-3-22"
2005031,0,6,0,3,2,2,1,"2005-3-20"
2005030,6,1,7,5,8,4,1,"2005-3-18"
2005029,2,7,6,0,2,7,1,"2005-3-15"
2005028,5,9,9,4,5,6,5,"2005-3-13"
2005027,3,5,6,7,5,2,4,"2005-3-11"
2005026,6,9,7,1,5,2,8,"2005-3-8"
2005025,3,3,1,9,4,7,6,"2005-3-6"
2005024,6,2,0,5,1,2,9,"2005-3-4"
2005023,4,9,7,7,8,8,8,"2005-3-1"
2005022,0,7,1,4,3,2,6,"2005-2-27"
2005021,9,8,8,7,8,6,0,"2005-2-25"
2005020,8,0,8,3,0,9,3,"2005-2-22"
2005019,6,9,9,0,1,5,1,"2005-2-20"
2005018,8,1,3,3,8,7,9,"2005-2-18"
2005017,6,0,2,1,3,6,1,"2005-2-8"
2005016,5,0,0,7,3,3,2,"2005-2-6"
2005015,1,0,0,8,8,3,2,"2005-2-4"
2005014,6,1,4,5,0,2,3,"2005-2-1"
2005013,8,8,7,1,9,8,2,"2005-1-30"
2005012,2,4,3,1,9,4,6,"2005-1-28"
2005011,7,3,7,2,7,4,9,"2005-1-25"
2005010,6,1,9,7,1,1,0,"2005-1-23"
2005009,4,8,2,2,6,6,1,"2005-1-21"
2005008,9,5,8,2,0,6,9,"2005-1-18"
2005007,1,9,9,0,1,3,3,"2005-1-16"
2005006,7,0,0,3,1,2,8,"2005-1-14"
2005005,4,3,3,5,6,7,9,"2005-1-11"
2005004,8,7,3,7,7,8,9,"2005-1-9"
2005003,8,5,2,8,2,3,2,"2005-1-7"
2005002,8,2,4,7,6,2,1,"2005-1-4"
2005001,1,1,4,5,5,4,4,"2005-1-2"
2004197,2,0,3,4,3,3,0,"2004-12-31"
2004196,2,4,8,4,4,6,5,"2004-12-28"
2004195,8,1,3,0,7,4,1,"2004-12-27"
2004194,0,0,4,1,5,4,2,"2004-12-24"
2004193,8,1,3,9,5,8,6,"2004-12-21"
2004192,3,1,7,0,8,2,4,"2004-12-19"
2004191,2,9,4,7,6,9,9,"2004-12-17"
2004190,7,5,4,5,8,1,9,"2004-12-14"
2004189,4,8,1,6,8,2,7,"2004-12-12"
2004188,9,1,4,8,3,8,3,"2004-12-10"
2004187,8,1,0,9,3,1,8,"2004-12-7"
2004186,6,1,2,9,9,8,7,"2004-12-5"
2004185,4,4,4,5,1,7,7,"2004-12-3"
2004184,0,0,3,2,3,2,2,"2004-11-30"
2004183,4,3,6,4,1,6,6,"2004-11-28"
2004182,4,4,1,8,0,9,0,"2004-11-26"
2004181,5,2,6,2,2,5,4,"2004-11-23"
2004180,4,4,3,2,4,8,7,"2004-11-21"
2004179,7,1,8,3,2,8,0,"2004-11-19"
2004178,3,1,7,3,8,7,5,"2004-11-16"
2004177,1,9,2,8,8,2,7,"2004-11-15"
2004176,1,5,0,6,8,0,0,"2004-11-12"
2004175,4,1,5,2,4,0,3,"2004-11-9"
2004174,0,7,1,1,3,2,0,"2004-11-7"
2004173,4,7,3,0,4,3,7,"2004-11-5"
2004172,0,0,8,6,1,3,7,"2004-11-2"
2004171,8,6,2,2,1,0,5,"2004-10-31"
2004170,0,9,6,8,5,6,5,"2004-10-29"
2004169,5,3,3,4,6,3,0,"2004-10-26"
2004168,9,9,1,2,9,5,3,"2004-10-24"
2004167,4,0,6,5,0,7,1,"2004-10-22"
2004166,0,5,6,3,6,9,1,"2004-10-19"
2004165,6,3,6,1,8,4,9,"2004-10-17"
2004164,7,3,5,9,1,4,7,"2004-10-15"
2004163,0,0,8,8,3,5,5,"2004-10-12"
2004162,0,7,7,5,9,1,6,"2004-10-10"
2004161,8,8,5,0,1,3,4,"2004-10-8"
2004160,7,0,4,3,5,4,3,"2004-10-5"
2004159,9,2,3,4,3,9,5,"2004-10-3"
2004158,2,5,1,4,9,4,8,"2004-10-1"
2004157,2,8,2,4,0,5,5,"2004-9-28"
2004156,9,8,0,9,9,3,1,"2004-9-26"
2004155,5,6,2,2,4,6,7,"2004-9-24"
2004154,9,4,0,7,3,2,5,"2004-9-21"
2004153,4,5,3,4,9,2,5,"2004-9-19"
2004152,3,7,0,8,4,6,8,"2004-9-17"
2004151,3,5,1,7,6,4,9,"2004-9-14"
2004150,3,9,6,6,1,1,8,"2004-9-12"
2004149,6,3,1,2,5,6,2,"2004-9-10"
2004148,2,2,9,8,6,0,7,"2004-9-7"
2004147,6,0,0,9,6,5,5,"2004-9-5"
2004146,4,9,6,6,5,2,3,"2004-9-3"
2004145,0,7,8,4,1,2,1,"2004-8-31"
2004144,3,9,1,5,8,7,9,"2004-8-29"
2004143,3,3,1,6,3,3,4,"2004-8-27"
2004142,3,3,2,0,5,0,1,"2004-8-24"
2004141,4,2,1,0,5,8,6,"2004-8-22"
2004140,4,8,2,1,2,6,3,"2004-8-20"
2004139,6,5,7,7,0,6,2,"2004-8-17"
2004138,8,0,2,7,6,6,2,"2004-8-15"
2004137,0,8,3,4,9,6,9,"2004-8-13"
2004136,4,3,6,0,0,9,2,"2004-8-10"
2004135,5,2,4,9,4,4,9,"2004-8-8"
2004134,7,8,0,0,1,5,3,"2004-8-6"
2004133,1,4,3,0,4,8,2,"2004-8-3"
2004132,2,3,0,5,5,0,0,"2004-8-1"
2004131,8,1,1,1,5,1,6,"2004-7-30"
2004130,7,6,9,2,8,0,1,"2004-7-27"
2004129,7,8,2,2,7,0,2,"2004-7-25"
2004128,2,1,4,2,5,8,4,"2004-7-23"
2004127,7,6,1,4,0,7,7,"2004-7-20"
2004126,1,2,5,3,3,1,6,"2004-7-18"
2004125,7,6,8,7,4,7,6,"2004-7-16"
2004124,6,9,6,9,5,0,8,"2004-7-13"
2004123,7,3,6,2,9,5,5,"2004-7-11"
2004122,7,5,4,6,9,6,7,"2004-7-9"
2004121,2,6,7,8,0,5,9,"2004-7-6"
2004120,8,8,9,4,3,4,1,"2004-7-4"
2004119,2,6,3,8,7,1,9,"2004-7-2"
2004118,3,8,9,2,9,9,4,"2004-6-29"
2004117,9,5,9,1,5,4,4,"2004-6-27"
2004116,3,0,3,9,8,1,6,"2004-6-25"
2004115,0,7,4,0,2,6,0,"2004-6-22"
2004114,1,1,2,5,4,3,6,"2004-6-20"
2004113,3,2,5,7,4,6,5,"2004-6-18"
2004112,7,1,1,4,5,3,2,"2004-6-15"
2004111,3,8,7,6,4,5,6,"2004-6-13"
2004110,3,9,9,5,7,1,3,"2004-6-11"
2004109,4,3,9,1,3,3,0,"2004-6-8"
2004108,0,7,2,4,6,8,2,"2004-6-6"
2004107,4,7,4,3,2,6,9,"2004-6-4"
2004106,0,7,2,1,0,1,1,"2004-6-1"
2004105,2,7,1,9,2,4,4,"2004-5-30"
2004104,1,2,1,9,9,4,6,"2004-5-28"
2004103,8,7,0,5,4,2,6,"2004-5-25"
2004102,4,1,7,6,9,3,6,"2004-5-23"
2004101,8,5,5,8,5,1,1,"2004-5-21"
